Date,Location/Operator,Aircraft Type/Registration,Fatalities
01 Aug 1948,"Karachi, PakistanOnzeair",Avro 691 Lancastrian (flying boat)AP-ACM,4/4(0)
09 Aug 1948,"Port Underwood, New ZealandNew Zealand National Airways",Douglas C-47BZK-AOE,2/2(0)
20 Aug 1948,"La Guaira, VenezuelaAvensa",Douglas C-47AYV-C-AVN,3/3(0)
29 Aug 1948,"Near Winona, MinnesotaNorthwest Orient Airlines",Martin 202NC93044,37/37(0)
31 Aug 1948,"Near Elizabethville, Belgium CongoSabena",Douglas DC-3 (Douglas C-47A-10-DK)OO-CBL,13/13(0)
02 Sep 1948,"Near Quirindi, AustraliaAustralian National Airways",Douglas DC-3VH-ANK,13/13(0)
30 Sep 1948," Balkhash, KazakhstanAeroflot",Lisunov LI-2CCCP-L4304,15/15(0)
02 Oct 1948,"Near Trondheim, NorwayNorwegian Airlines",Short Sandringham 6 (flying boat)LN-IWA,19/45(0)
12 Oct 1948,"Near Yevlakh, Azerbaijan, USSRAeroflot",Ilyushin Il12CCCP-L1450,10/10(0)
21 Oct 1948,"Prestwick Airport, ScotlandKLM Royal Dutch Airlines",Lockheed 049-46-25 ConstellationPH-TEN,40/40(0)
23 Oct 1948,"Mt. Ruapehu, New ZealandNew Zealand National Airways",Lockheed 10A ElectraZK-AGK,13/13(0)
25 Oct 1948,"Georgian SSR, USSRAerflot",Lisunov Li-2CCCP-L4500,18/18(0)
27 Oct 1948,"Near Edmonton, Alberta, CanadaNorthwest Orient Airlines",Douglas C-54ANC88785,2/5(0)
03 Nov 1948,"Near Glossop, EnglandMilitary - U.S. Air Force",Boeing B-29A Superfortress44-61999,13/13(0)
04 Nov 1948,"Cape Spencer, AlaskaPacific Alaska Air Freight",Douglas DC-3N66637,17/17(0)
08 Nov 1948,"Mt. Macedon, AustraliaAustralian National Airways",Douglas DC-3VH-UZK,3/23(0)
11 Nov 1948,"Liverpool, EnglandMannin Airways",de Havilland DH-89A Dragon RapideG-AKOF,7/8(0)
22 Nov 1948,"Near Ryzhovo, RussiaAeroflot",Lisunov Li-2CCCP L-4463,23/26(?)
26 Nov 1948,"Vehari, PakistanPakistan Airways",Douglas DC-3AP-ACE,21/21(0)
05 Dec 1948,"Kiangwan, ChinaCentral Air Transport",Curtiss C-46XT-538,9/40(0)
06 Dec 1948,"Milan, ItalyAvio Linee Italiane",Avio Linee Italiane,Douglas C-47I-ETNA,7/7(0)
12 Dec 1948,"Taipei, TaiwanChina National Aviation Corporation",Douglas DC-3?,2/10(0)
15 Dec 1948,"Near Bogata, ColombiaLANSA",Douglas C-47C-310,30/30(0)
21 Dec 1948,"Near Pilos, GreeceCeskoslovenske Aerolinie",Douglas DC-3OK-WDE,24/24(0)
21 Dec 1948,"Basalt Island, Hong KongChina National Aviation Corporation",Douglas C-54B-5-DOXT-104,33/33(0)
23 Dec 1948,"Near Madrid, SpainIberia Airlines",Douglas DC-3 (C-47-DL)EC-ABK,27/27(0)
28 Dec 1948,"Off San Juan, Puerto RicoAirborne Transport",Douglas DC-3DSTN16002,32/32(0)
31 Dec 1948,"Mt. Argentari, ItalyPan African Air Charter",Douglas DC-3ZS-BYX,13/13(0)
02 Jan 1949,"Seattle, WashingtonSeattle Air Charter",Douglas DC-3 (C-47A-DL)NC79025,14/30(0)
05 Jan 1949,"Caravelas Bay, BrazilBritish South American Airways",Avro 685 York 1G-AHEX,3/17(0)
06 Jan 1949,"Brandywine, MarylandCoastal Cargo",Douglas C-47ANC53210,2/2(0)
11 Jan 1949,"Near Pelotas, BrazilViacao Aerea Gaucha S.A.",Lockheed 18 LodestarPP-SAC,12/12(0)
15 Jan 1949,"Ras-el-Tin, EgyptPan African Air Charter",Douglas C-54 SkymasterZS-AYB,30/30(0)
16 Jan 1949,"Near Srinagar, IndiaDalmia Jain Airways",Douglas DC-3VT-CDZ,13/13(0)
17 Jan 1949,"Atlantic Ocean, off BermudaBritish South American Airways",Avro 688 Tudor 4BG-AGRE,20/20(0)
17 Jan 1949,"Near Succoth Glen, Lochgoilhead, ScotlandMilitary - U.S. Air Force",Boeing B-29A Superfortress44-62276,20/20(0)
20 Jan 1949,"Homer, AlaskaAlaska Airlines",Douglas DC-3CN91006,5/6(0)
30 Jan 1949,"Port Washington, New YorkPan American World Airways",Lockheed L-749 / Cessna 140NC86530/NC76981,2/35(0)
02 Feb 1949,"Trinity Bay, NewfoundlandSaint Lawrence Airways",Avro AnsonCF-FEO,6/10(0)
04 Feb 1949,"Castel Benito, LibyaSkyways of London",Douglas C-54A-1-DO SkymasterG-AJPL,1/53(0)
05 Feb 1949,"Buenaventura Bay, ColombiaAVIANCA",Consolidated PBY-5A CatalinaHK-134,3/14(0)
08 Feb 1949,"Off Copenhagen, DenmarkScandinavian Airlines (SAS)",Vickers 628 Viking 1BOY-DLU,27/27(0)
10 Feb 1949,"Near Huanuco, PeruFaucett",Douglas DC-3OB-PAV-223,16/16(0)
19 Feb 1949,"Near Coventry, Warks, EnglandBritish European Airways / Military - British",Douglas DC-3 / Avro AnsonG-AHCW/VV243,14/14(0)
24 Feb 1949,"Near Cuzco, PeruTAM (Peru)",Douglas C-47?,22/26(0)
24 Feb 1949,"Braemar Resevoir, Hong KongCathay Pacific Airways",Douglas DC-3VR-HDG,23/23(0)
10 Mar 1949,"Coolangatta, AustraliaQueensland Airlines",Lockheed 18 LodestarVH-BAG,22/22(0)
15 Mar 1949,"Berlin, GermanySkyways",Avro 685 York IG-AHFI,3/3(0)
18 Mar 1949,"Near Waikanae, New ZealandNew Zealand National Airways",Lockheed 18 LodestarZK-AKX,15/15(0)
29 Apr 1949,"Near Mironovo, RussiaAeroflot",Lisunov Li-2SSSR-L4464,14/24(0)
04 May 1949,"Superga, ItalyAvio Linee Italiane",FIAT G-212CPI-ELCE,31/31(0)
04 May 1949,"Near Portland, Dorset, EnglandBristop Aeroplane Company",Bristol 170 Freighter 31 Mark IIG-AIFF,7/7(0)
07 May 1949,"Sibuyan Sea, off the Philippine island of ElalatPhilippine Air Lines",Douglas DC-3PI-C-98,13/13(0)
13 May 1949,"Near  Novosibirsk, RussiaAeroflot",Ilyushin IL-12L1791,25/25(0)
06 Jun 1949,"Malahasa Attica, GreeceTech - Aeronautical Explotiation",Douglas DC-3SX-BAI,22/22(0)
07 Jun 1949,"Near Florianpolis, BrazilMilitary - Brazilian Air Force",Douglas C-47BC-47-2023,27/27(0)
07 Jun 1949,"San Juan, Puerto RicoStrato Freight",Curtiss C-46D-5-CUN92857,53/81(0)
23 Jun 1949,"Off Bari, ItalyKLM Royal Dutch Airlines",Lockheed 749-79-33 ConstellationPH-TER,33/33(0)
02 Jul 1949,"Near Guildford, AustraliaMac Roberston-Miller Airlines",Douglas C-47A-20-DLVH-MME,18/18(0)
12 Jul 1949,"Chatsworth, CaliforniaStandard Airlines",Curtiss C-46E-1-CSN79978,35/48(0)
12 Jul 1949,"Near Bombay, IndiaKLM Royal Dutch Airlines",Lockheed L-749-79-33 ConstellationPH-TDF,45/45(0)
13 Jul 1949,"Jamnagar, Gujarat state, IndiaIndian Air Force",Hawker Hunter?,0/0(14)
19 Jul 1949,"Seattle, WashingtonAir Transport Associates",Curtiss C-46F-1-CUN5075N,2/32(4)
21 Jul 1949,"Marga, RussiaAeroflot",Ilyushin IL-12L1714,13/14(0)
30 Jul 1949,"Chesterfield, New JerseyEastern Air Lines / Military - USN",Douglas DC-3 -201D/ F-6-F- 5 HellcatN19963/BU72887,16/16(0)
02 Aug 1949,"Jaquirana, BrazilVarig",Curtiss C-46D-10-CUPP-VBI,5/36(0)
03 Aug 1949,"Sao Francisco Bay, BrazilLineas Aéreas Brasil",Douglas DC-3PP-AJB,5/30(0)
06 Aug 1949,"Salasaca, EcuadorShell Co of Ecuador",Bristol 170 Freighter 21HC-SBU,34/34(0)
09 Aug 1949,"Salalah, OmanMilitary - Royal Air Force",Douglas C-47BKN336,12/12(0)
13 Aug 1949,"Near Bogota, ColombiaSAETA",Douglas C-47HK-1200,32/32(0)
15 Aug 1949,"Off Lurga Point, IrelandTransocean Air Lines",Douglas DC-3 (C-54A-DO)N79989,8/58(0)
19 Aug 1949,"Near Oldham, EnglandBritish European Airways",Douglas DC-3G-AHCY,24/32(0)
21 Aug 1949,"Near Bigstone Lake, ManitobaMilitary - Royal Canadian Air Force",Consolidated Canso (amphibian)11057,21/21(0)
27 Aug 1949,"Leopoldville, ZaireSabena",Douglas C-47B-5-DKOO-CBK,5/20(0)
09 Sep 1949,"Sault-aux-Cochons, PQ, CanadaCanadian Pacific Air Lines",Douglas DC-3CF-CUA,23/23(0)
26 Sep 1949,"Mt. Popocatepetl, MexicoMexicana",Douglas DC-3XA-DUH,24/24(0)
27 Sep 1949,"Near Castilla, ArgentinaFlota Aérea Mercante Argentina",Douglas C-54A-1-DOLV-ABI,5/27(0)
09 Oct 1949,"Cheyenne, WyomingSlick Airways",Curtiss C-46E-1-CSN59485,4/4(0)
28 Oct 1949,"San Miguel Island, AzoresAir France",Lockheed 749-79-33 ConstellationF-BAZN,48/48(0)
01 Nov 1949,"Arlington, VirginiaEastern Air Lines / Military - Bolivian Air Force",Douglas C-54B / P-38N88727/NX26927,55/55(0)
04 Nov 1949,"Akron, OhioHarrington's Inc",Douglas DC-3NC29086,3/3(0)
16 Nov 1949,"Calcutta, IndiaRoyal Indian Air Force",Tempest?,1/2(14)
20 Nov 1949,"Near Oslo, NorwayAero Holland",Douglas C-47APH-TFA,34/35(0)
26 Nov 1949,"Near Bucaramanga, ColombiaLANSA",Douglas DC-3HK-305,12/12(0)
29 Nov 1949,"Dallas, TexasAmerican Airlines",Douglas DC-6N90728,28/46(0)
29 Nov 1949,"Chaleyssin, FranceAir France",Douglas DC-4F-BELO,5/38(0)
01 Dec 1949,"Taquaracucu, BrazilREAL",Douglas DC-3 (C-47-DL)PP-YPM,20/22(0)
07 Dec 1949,"Vallejo, CaliforniaArrow Airlines",Douglas DC-3NC60256,9/9(0)
09 Dec 1949,"Near Lanchow, ChinaCivil Air Transport",Curtiss C-46D-CUXT-820,38/38(0)
10 Dec 1949,"Near Hoikow, ChinaCivil Air Transport",Curtiss C-46D-CUXT-814,17/40(0)
12 Dec 1949,"Washington, D.C.Capital Airlines",Douglas DC-3-313ANC-25691,6/23(0)
12 Dec 1949,"Jungshahi, PakistanPakair",Douglas DC-3AP-ADI,26/26(0)
16 Dec 1949,"Orizaba, MexicoMexicana",Douglas DC-3XA-DUK,17/17(0)
18 Dec 1949,"Aulnay-sous-Bois, FranceSabena",Douglas C-47A-60-DLOO-AUQ,8/8(0)
30 Dec 1949,"Comilla, PakistanBharat Airways",Douglas C-54A-DOVT-CYK,7/7(0)
05 Jan 1950,"Sverdlovsk, RussiaMilitary - Soviet Air Force", Lisunov Li-2?,19/19(0)
18 Jan 1950,"Albacete, SpainEjercito del Aire",Casa 352 T-2-143,16/16(0)
20 Jan 1950,"Near Vacas, BoliviaMilitary - Bolivian Air Force",Douglas C-47TAM-10,32/32(1)
24 Jan 1950,"Near Tamatave, MadagascarSociete Transatlantique Aerienne",Douglas C-47A-50-DLF-BFGD,14/14(0)
24 Jan 1950,"Iloilo,PhilippinesPhilippine Air Lines",Douglas DC-3PI-C22,4/4(0)
26 Jan 1950,"Near Snag, Yukon TerritoryMilitary - U.S. Air Force",Douglas C-54D-DC (DC-4)42-72469,44/44(0)
02 Feb 1950,North SeaKLM Royal Dutch Airlines,Douglas DC-3PH-TEU,7/7(0)
27 Feb 1950,"Near Prague, CzechoslovakiaCeskoslovenske Aerolinie",Douglas C-47A-15-DKOK-WDY,5/30(0)
07 Mar 1950,"Minneapolis, MinnesotaNorthwest Orient Airlines",Martin 202N93050,13/13(2)
10 Mar 1950,"Saigon, VietnamSociete Indochinoise de Transport Aeriens",Bristol 170 Freighter 21F-BECR,4/4(0)
12 Mar 1950,"Llandow Airport, Cardiff, WalesFairflight Ltd.",Avro 689 Tudor 5G-AKBY,80/83(0)
25 Mar 1950,"Ankara, TurkeyDevlet Hava Yollairi",Douglas DC-3TC-BAL,15/15(0)
28 Mar 1950,"Off Cap-Ferret, FranceSEMAF",Latecoere 631 (sea plane)F-WANU,12/12(0)
05 Apr 1950,"Hatiara, IndiaDeccan Airways",Douglas C-47AVT-CJD,3/3(0)
13 Apr 1950,"Near Hastings, EnglandBritish European Airways",Vickers 610 Viking 1BG-AIVL,0/32(0)
15 Apr 1950,"Santa Ana, ColombiaLineas Aéreas Nacionales",Douglas C-47 (DC-3)HK-309,2/4(0)
21 Apr 1950,"Near Atsugi, JapanMilitary - U.S. Air Force",Douglas C-54D42-72704,35/35(0)
02 May 1950,"Chimborazo, EcuadorAVIANCA",Douglas C-47DLHK-120,15/15(0)
18 May 1950,"Lagens Air Force Base, AzoresMilitary - U.S. Air Force",Boeing B-2944-69875,16/16(0)
23 May 1950,"Myrtle Beach, South CarolinaMilitary - U.S. Air Force",Curtiss C-46D44-77577,39/39(0)
24 May 1950,"Near Pasto, ColombiaLANSA",Douglas C-47HK-307,26/27(0)
27 May 1950,"Teterboro, New JerseyRegina Cargo Airlines",Curtiss C-46F-1-CUN9406H,1/2(0)
30 May 1950,"Near Ilheus, BrazilAerovias Brasil",Douglas DC-3PP-AVZ,13/15(0)
05 Jun 1950,Atlantic Ocean off FloridaWestair Transport,Curtiss C-46-F-1-CUN1248N,28/65(0)
09 Jun 1950,"Near Fonseca, ColombiaNew Tribes Mission",Douglas DC-3-178N16030,15/15(0)
13 Jun 1950,Off BahrainAir France,Douglas DC-4-1009F-BBDE,46/52(0)
15 Jun 1950,"Bahrain, BahrainAir France",Douglas DC-4F-BBDM,40/53(?)
23 Jun 1950,"Lake Michigan, 18 NNW of Benton Harbor, MichiganNorthwest Orient Airlines",Douglas DC-4N95425,3/58(0)
26 Jun 1950,"York, AustraliaAnsett ANA",Douglas DC-4-1009VH-ANA,29/29(0)
07 Jul 1950,"Busan, South KoreaMilitary - U.S. Air Force",Douglas C-54G45-0518,23/23(0)
09 Jul 1950,"Casablanca, MoroccoAigle Azur",Douglas DC-3F-BFGL,22/29(0)
17 Jul 1950,"Near Pathankot, IndiaIndian National Airlines",Douglas DC-3VT-ATS,22/22(0)
18 Jul 1950,"Near Bocoio, AngolaDTA Angola Airlines",Douglas DC-3CR-LBK,9/9(0)
23 Jul 1950,"Myrtle Beach, North CarolinaMilitary - U.S. Air Force",Curtiss C-46 Commando44-77577,39/39(0)
27 Jul 1950,"Off O-shima Island, JapanMilitary - U.S. Air Force",Douglas C-47D44-76439A,25/26(0)
28 Jul 1950,"Porte Alegre, BrazilPanair do Brasil",Lockheed 049 ConstellationPP-PCG,50/50(0)
29 Jul 1950,"Tunbukta, AlgeriaCie Air Transport",Bristol 170 Freighter 21F-BENF,26/26(0)
30 Jul 1950,"Karaganda, RussiaAeroflot",Ilyushin IL-12L-1803,25/25(0)
30 Jul 1950,"Algrete, BrazilSAVG (S.A. Viacao Gaucha, )",SAVG,Lockheed 18 LodeStarP-SAA,12/12(0)
05 Aug 1950,"Near Fairfield, CaliforniaMilitary - U.S. Air Force",Boeing B-29MR46-87651,12/20(7)
22 Aug 1950,"Near Eagle, ColoradoAmerican Airlines",Douglas DC-6N90705,1/59(0)
25 Aug 1950,"Kampong Jenera, MalaysiaMilitary - Royal Air Force",Douglas C-47BKN630,12/12(0)
31 Aug 1950,"Near Wadi Natrun, EgyptTrans World Airlines",Lockheed 749A ConstellationN6004C,55/55(0)
04 Sep 1950,"Utica, New YorkRobinson Airlines",Douglas DC-3N18936,16/23(0)
14 Sep 1950,"Tehran, IranIran Air",Douglas DC-3EP-AAG,8/8(0)
20 Sep 1950,"Kwajalein, Marshall IslandsMilitary - U.S. Navy",Douglas R5D-356496,26/26(0)
21 Sep 1950,"Near Zagreb, YugoslaviaJAT Yugoslav Airlines",Douglas DC-3YU-ABD,10/11(0)
23 Sep 1950,"Karlstad, SwedenSvenska Aero",Avro Ninteen ISE-BRS,10/10(0)
26 Sep 1950,"Near Kyushu Island, JapanMilitary - U.S. Air Force",Douglas C-54D-DC (DC-4)42-72457,23/51(0)
13 Oct 1950,"Casablanca, MoroccoAir Atlas",Douglas DC-3F-BAXM,4/7(0)
13 Oct 1950,"Almelund, MinnisotaNorthwest Orient Airlines",Martin 202NC93037,6/6(0)
17 Oct 1950,"London, EnglandBritish European Airways",Douglas C-47AG-AGIW,28/29(0)
31 Oct 1950,"London Heathrow, EnglandBritish European Airways",Vickers 610 Viking-1BG-AHPN,28/30(0)
03 Nov 1950,"Mont Blanc, FranceAir India",Lockheed 749 ConstellationVT-CQP,48/48(0)
07 Nov 1950,"Near Butte, MontanaNorthwest Orient Airlines",Martin 202N93040,21/21(0)
13 Nov 1950,"Mt.  Tete de L'Obiou, FranceCurtiss-Reid Flying Services Ltd. (Canada)",Douglas C-54B-1-DCCF-EDN,58/58(0)
17 Nov 1950,"Surabaya, IndonesiaGaruda Indonesia Airlines",Douglas DC-3PK-DPB,2/23(0)
21 Nov 1950,"Near Moran Junction, WyomingNew Tribes Mission",Douglas DC-3N74586,21/21(0)
23 Nov 1950,"Cuzco, PeruFaucett",Douglas DC-3OB-PAU-201,9/9(0)
25 Nov 1950,"Khitka, BhutanIndamer",Douglas C-47AVT-COI,3/3(0)
01 Dec 1950,"Near Chamaran, IranIran Air",Douglas DC-3EP-AAJ,8/8(0)
08 Dec 1950,"Bangui, French Equatorial AfricaT.A. Intercontinentaux",Douglas C-54AF-BELB,46/56(0)
09 Dec 1950,"Ruig Piner, FranceAir Atlas",Douglas DC-3F-BAXY,5/7(0)
13 Dec 1950,"Londrina, BrazilVASP",Douglas DC-3PP-SPT,0/31(3)
13 Dec 1950,"Katagiri, IndiaAir India",Douglas DC-3VT-CFK,21/21(0)
14 Dec 1950,"Ribeirao, BrazilVASP",Douglas DC-3PP-SPW,1/20(1)
15 Dec 1950,"Valera, VenezuelaAvensa",Douglas C-47-DLYC-C-AVU,31/31(0)
19 Dec 1950,"Near Baguio, PhilippinesMilitary - U.S. Air Force",Douglas C54E-DO (DC-4)44-9096,38/38(0)
22 Dec 1950,"Penticton, British Columbia, CanadaCanadian Pacific Air Lines",Douglas DC-3CF-CUF,2/18(0)
30 Dec 1950,"Santiago del Estado, ArgentinaAerolineas Argentinas",Douglas DC-3LV-ACH,17/18(0)
12 Jan 1951,"Ixopo, South AfricaUnited Airways",de Havilland Dove 1ZS-DDW,12/12(0)
13 Jan 1951,"Mt. Bukit, Besar,ThailandAir Carriers",Douglas DC-3VR-HEP,10/10(0)
14 Jan 1951,"Philadelphia, PennsylvaniaNational Airlines",Douglas DC-4-1009N74685,7/28(0)
16 Jan 1951,"Near Reardan, WashingtonNorthwest Orient Airlines",Martin 202N93054,10/10(0)
17 Jan 1951,"Near Civitavecchia, ItalyAlitalia",Savoia Marchetti SM-95I-DALO,14/17(0)
20 Jan 1951,"Huilyo, PeruMilitary - TAM",Douglas DC-3?,16/?(?)
28 Jan 1951,"Near An tung, TaiwanMilitary -Royal Air Force",Short Sunderland 9 (flying boat)PP107,14/14(0)
31 Jan 1951,"Off Hafnarfjorour, IcelandIcelandair",Douglas DC-3TF-ISG,20/20(0)
01 Feb 1951,"Off Terceira, PortugalMilitary - Portuguese Air Force",Douglas C-54282,14/14(0)
03 Feb 1951,"Near Mt. Cameroon, Buea, British CameroonsAir France",Douglas DC-4F-BBDO,29/29(0)
14 Feb 1951,"Yali, ColombiaLineas Aéreas Nacionales",Curtiss C-46AHK-333,2/2(0)
02 Mar 1951,"Sioux City, IowaMid Continent Airlines",Douglas DC-3N19928,16/25(0)
11 Mar 1951,"Mt. Butler, Hong KongPacific Overseas Airways",Douglas DC-4HS-POS,24/24(0)
21 Mar 1951,"Corozal, ColombiaLANSA",Douglas C-47HK-315,29/29(0)
22 Mar 1951,"Off Florianopolis, BrazilCruzeiro",Douglas DC-3PP-CCX,3/14(0)
23 Mar 1951,Over the North AtlanticMilitary - U.S. Air Force,Douglas C-124A Globemaster49-0244,53/53(0)
25 Mar 1951," Irkutsk, RussiaAeroflot",Lisunov LI-2CCCP-L4790,12/13(0)
26 Mar 1951,"Rio Grande, ArgentinaAerolineas Argentinas",Douglas DC-3LV-ACY,11/24(2)
27 Mar 1951,"Manchester, EnglandAir Transport Charter",Douglas C-47A-75-DL Dakota 3G-AJVZ,2/3(0)
02 Apr 1951,"Bogota, ColombiaAVIANCA",Douglas DC-3HK-142,26/26(0)
06 Apr 1951,"Refugio Pass, near Santa Barbara, CaliforniaSouthwest Airways",Douglas DC-3N63439,22/22(0)
08 Apr 1951,"Near Charleston, West VirginiaMilitary - U.S. Air Force",Douglas C-47B-DK43-48298,21/21(0)
09 Apr 1951,"Cape d'Arguilar, Hong KongSiamese Airways",Douglas DC-3HS-SAE,16/16(0)
25 Apr 1951,"Key West, FloridaCubana de Aviacion / Military -  US Navy",Douglas DC-4 /Beechcraft SMB-1CU-T188/39939,43/43(0)
28 Apr 1951,"Fort Wayne, IndianaUnited Air Lines",Douglas DC-3N16088,11/11(0)
06 May 1951,"Near Albuquerque, New MexicoMilitary - U.S. Air Force",Convair B-36D49-2660,23/25(0)
08 May 1951,"Bordeaux, FranceHunting Air Travel",Vickers 639 Viking 1G-AHPD,2/32(0)
18 May 1951,"Rancharia,  BrazilVASP",Douglas DC-3PP-SPL,7/7(0)
03 Jun 1951,"New Boston, TexasMilitary - U.S. Air Force",Fairchild C-8245-57761,10/10(0)
06 Jun 1951,"Rio de Janeiro, BrazilLineas Aéreas Trans. Brasileira",Douglas DC-3DPP-NAL,2/19(0)
13 Jun 1951,"Medellin, ColombiaSociedad Aeronautica Medellin",Douglas C-47AHK-504,3/3(0)
22 Jun 1951,"Near Sanoyea, LiberiaPan American World Airways",Lockheed 049 ConstellationN88846,40/40(0)
29 Jun 1951,"Near Rijeka, YugoslaviaJAT Yugoslav Airlines",Junkers 52/3mYU-ACE,14/14(0)
30 Jun 1951,"Rocky Mountain Nat. Park, near Ft. Collins, ColoradoUnited Air Lines",Douglas DC-6BN37543,50/50(0)
12 Jul 1951,"Lyneham AFB, EnglandMilitary - Royal Air Force",Vickers Valetta C-1VW194,10/10(0)
12 Jul 1951,"Near Tezpur, IndiaIndamer",Douglas C-47BVT-CHT,3/3(0)
12 Jul 1951,"Aracaju, BrazilLoide Aereo Nacional",Douglas DC-3PP-LPG,33/33(0)
16 Jul 1951,"Off Lae, New GuineaQantas",de Havilland DHA-3 Drover IIVH-EBQ,7/7(0)
20 Jul 1951,"Thudamot, ChinaAir Outre-Mer",Douglas C-47AF-OABX,3/3(0)
21 Jul 1951,"Near Sitka, AlaskaCanadian Pacific Air Lines",Douglas C-54ACF-CPC,37/37(0)
24 Jul 1951,"Gao, MaliSabena",Douglas DC-3OO-CBA,3/3(0)
29 Jul 1951,"Cochabamba, BoliviaLoide Aéreo Nacional",Curtiss C-46ACB-39,7/7(0)
08 Aug 1951,"Barilla Bay, AustraliaTrans Australia Airlines",?VH-TAT,2/2(0)
11 Aug 1951,"Moisville, FranceAir France",Douglas DC-3DF-BAXB,5/5(0)
17 Aug 1951,"Ubatuba, BrazilREAL",Douglas DC-3PP-YPX,10/10(0)
24 Aug 1951,"Decoto, CaliforniaUnited Air Lines",Douglas DC-6BN37550,50/50(0)
08 Sep 1951,"Sao Paulo, BrazilVASP",Douglas DC-3PP-SPQ,13/13(3)
12 Sep 1951,"Off Ialas Baeares, SpainSociete Alpes Provence",Douglas DC-3F-BEIZ,39/39(0)
12 Sep 1951,"Off Redwood City, CaliforniaUnited Air Lines",Boeing 377 Stratocruiser 10-34N31230,3/3(0)
15 Sep 1951,"Bangalore, IndiaAir India",Douglas C-47A-30-DK Dakota IIIVT-CCA,22/28(0)
27 Sep 1951,Near Tachikawa Air BaseMilitary - US Air Force,	Fairchild C-119C-15-FA Flying Boxcar	49-169,14/14(0)
29 Sep 1951,"La Paz, BoliviaFrigorifico Cooperativo Los Andes",Curtiss C-46D-15-CUCB-43,27/27(0)
08 Oct 1951,"Cerro Blanco, MexicoAero Transportes",Douglas DC-3XA-GOR,8/8(0)
15 Oct 1951,"East Griqualand, South AfricaSouth African Airways",Douglas DC-3ZS-AVJ,17/17(0)
15 Oct 1951,North AtlanticMilitary - U.S. Air Force,Boeing C-97A Stratofreighter49-2602,12/12(0)
17 Oct 1951,"Mt. Benson, BC, CanadaQueen Charlotte Airlines",Consolidated PBY-5A CatalinaCF-FOQ,23/23(0)
22 Oct 1951,"Skopje, YugoslaviaJAT Yugoslav Airlines",Douglas DC-3YU-ACC,12/12(0)
27 Oct 1951,"Near Flores, GuatemalaMilitary - Guatemalan Air Force",Douglas C-47FAGO961,27/29(0)
05 Nov 1951,"Near Tucumcari, New MexicoTransocean Air Lines",Martin 202N93039,1/29(0)
13 Nov 1951,"Puy-de-Dôme, FranceMilitary - U. S. Air Force",Fairchild C-82 Packet45-57801A,36/36(0)
15 Nov 1951,"Near Lodz, PolandLOT Polish Airlines",Lisunov Li-2PSP-KLA,18/18(0)
17 Nov 1951,"Near  Novosibirsk, RussiaAeroflot",Ilyushin IL-12CCCP-L1775,23/23(0)
19 Nov 1951,"Cairo, EgyptDevlet Hava Yollari",Douglas DC-3TC-ACA,5/5(0)
21 Nov 1951,"Calcutta, IndiaDeccan Airways",Douglas DC-3VT-AUO,16/17(0)
24 Nov 1951,"Zurich, SwitzerlandEl Al",Douglas DC-44X-AND,6/7(0)
27 Nov 1951,"San Luis Acatlan, MexicoLineas Aereas Unidas",DC-2-243XA-DOQ,13/21(0)
04 Dec 1951,"Denver, ColoradoUnited Air Lines",Douglas DC-3AN17109,3/3(0)
13 Dec 1951,"Yaramunda, Papua, New GuineaQantas",de Havilland DH-84 DragonVH-UR,3/3(0)
16 Dec 1951,"Elizabeth, New JerseyMiami Airlines",Curtiss Wright C-46FN1678M,56/56(1)
23 Dec 1951,"Tehran, IranMisrair",SNCASE LanguedocSU-AHH,22/22(0)
27 Dec 1951,"Near Namtso, RussiaAeroflot", Lisunov LI-2L4228,20/20(0)
29 Dec 1951,"Near Little Valley, New YorkContinental Charters",Curtiss C-46A-50-CUN3944C,26/40(0)
30 Dec 1951,"Near Fairbanks, AlaskaTransocean Air Lines",Curtiss C 46F-CUN68963,4/4(0)
30 Dec 1951,"Near Phoenix, ArizonaMilitary - U.S. Air Force",Douglas C-47D47-76266,28/28(0)
31 Dec 1951,"Calcutta, IndiaKalinga Airlines",Douglas C-47AVT-COA,3/3(0)
02 Jan 1952,"Andapa, MadagascarAir France",Junkers JU-52/3mF-BAMQ,6/11(0)
10 Jan 1952,"Com Edno, IrelandAer Lingus",Douglas DC-3EI-AFL,23/23(0)
19 Jan 1952,"Off Sandspit, BC, CanadaNorthwest Orient Airlines",Douglas DC-4N45342,36/43(0)
22 Jan 1952,"Elizabeth, New JerseyAmerican Airlines",Convair CV-240-0N94229,23/23(7)
04 Feb 1952,"Kikwit, Belgian CongoSabena",Douglas DC-3OO-CBN,15/15(0)
07 Feb 1952,"Kaneko, JapanMilitary - U.S. Air Force",Boeing B-29?,13/13(5)
11 Feb 1952,"Elizabeth, New JerseyNational Airlines",Douglas DC-6N90891,29/63(4)
16 Feb 1952,"Near Burgio, ItalyHunting Air Travel",Vickers 614 Viking 1G-AHPI,31/31(0)
19 Feb 1952,"Nagpur, IndiaDeccan Airways",Douglas DC-3VT-AXE,3/16(0)
19 Feb 1952,"Near Yaounde, CameroonSTAAP",Consolidated  32 Liberator IIF-BEFX,9/9(0)
28 Feb 1952,"Uberlandia,  BrazilPanair do Brasil",Douglas DC-3APP-PCN,8/8(0)
03 Mar 1952,"Nice, FranceAir France",SNCASE LanguedocF-BCUM,38/38(0)
